
13.018,-0.175,-0.158
13.051,-0.176,-0.160
13.085,-0.170,-0.160
13.118,-0.161,-0.170
13.151,-0.143,-0.185
13.185,-0.117,-0.203
13.218,-8.471E-2,-0.216
13.251,-5.035E-2,-0.226
13.285,-7.549E-3,-0.234
13.318,3.043E-2,-0.230
13.352,7.323E-2,-0.223
13.385,0.106,-0.209
13.418,0.132,-0.190
13.452,0.150,-0.179
13.485,0.162,-0.164
13.519,0.168,-0.156
13.552,0.171,-0.152
13.585,0.161,-0.165
13.619,0.152,-0.173
13.652,0.135,-0.187
13.685,0.108,-0.205
13.719,7.685E-2,-0.219
13.752,3.827E-2,-0.230
13.786,8.909E-4,-0.234
13.819,-4.071E-2,-0.231
13.852,-7.627E-2,-0.221
13.886,-0.108,-0.209
13.919,-0.131,-0.194
13.952,-0.148,-0.180
13.986,-0.161,-0.170
14.019,-0.164,-0.165
14.053,-0.161,-0.170
14.086,-0.153,-0.176
14.119,-0.139,-0.187
14.153,-0.117,-0.202
14.186,-8.652E-2,-0.218
14.219,-5.517E-2,-0.228
14.253,-1.358E-2,-0.232
14.286,2.621E-2,-0.232
14.320,6.178E-2,-0.225
14.353,9.795E-2,-0.211
14.386,0.122,-0.198
14.420,0.143,-0.186
14.453,0.157,-0.175
14.487,0.165,-0.166
14.520,0.165,-0.165
14.553,0.160,-0.168
14.587,0.153,-0.176
14.620,0.138,-0.188
14.653,0.115,-0.206
14.687,8.348E-2,-0.218
14.720,4.731E-2,-0.229
14.754,1.295E-2,-0.234
14.787,-2.624E-2,-0.234
14.820,-6.482E-2,-0.227
14.854,-9.677E-2,-0.215
14.887,-0.118,-0.201
14.920,-0.141,-0.191
14.954,-0.153,-0.182
14.987,-0.156,-0.177
15.021,-0.153,-0.177
15.054,-0.148,-0.180
15.087,-0.135,-0.191
15.121,-0.111,-0.204
15.154,-8.471E-2,-0.215
15.187,-5.698E-2,-0.223
15.221,-2.021E-2,-0.231
15.254,1.777E-2,-0.233
15.288,5.394E-2,-0.225
15.321,9.252E-2,-0.213
15.354,0.114,-0.202
15.388,0.133,-0.191
15.421,0.147,-0.180
15.455,0.156,-0.175
15.488,0.160,-0.168
15.521,0.151,-0.176
15.555,0.143,-0.182
15.588,0.128,-0.196
15.621,0.106,-0.208
15.655,8.047E-2,-0.218
15.688,4.791E-2,-0.228
15.722,9.934E-3,-0.234
15.755,-2.744E-2,-0.232
15.788,-5.758E-2,-0.227
15.822,-8.773E-2,-0.217
15.855,-0.114,-0.206
15.888,-0.130,-0.195
15.922,-0.148,-0.184
15.955,-0.153,-0.180
15.989,-0.149,-0.184
16.022,-0.141,-0.189
16.055,-0.125,-0.198
16.089,-0.107,-0.208
16.122,-8.110E-2,-0.217
16.155,-4.794E-2,-0.226
16.189,-2.322E-2,-0.231
16.222,1.837E-2,-0.234
16.256,5.394E-2,-0.230
16.289,8.167E-2,-0.223
16.322,0.108,-0.212
16.356,0.125,-0.202
16.389,0.143,-0.190
16.422,0.149,-0.185
16.456,0.153,-0.180
16.489,0.143,-0.186
16.523,0.134,-0.193
16.556,0.119,-0.201
16.589,9.493E-2,-0.213
16.623,6.901E-2,-0.221
16.656,4.128E-2,-0.230
16.690,8.125E-3,-0.234
16.723,-2.503E-2,-0.232
16.756,-5.517E-2,-0.226
16.790,-8.411E-2,-0.217
16.823,-0.103,-0.209
16.856,-0.126,-0.199
16.890,-0.132,-0.191
16.923,-0.137,-0.190
16.957,-0.134,-0.191
16.990,-0.128,-0.195
17.023,-0.117,-0.202
17.057,-9.918E-2,-0.210
17.090,-7.024E-2,-0.220
17.123,-4.071E-2,-0.229
17.157,-1.056E-2,-0.234
17.190,1.837E-2,-0.231
17.224,4.791E-2,-0.229
17.257,8.107E-2,-0.218
17.290,9.915E-2,-0.211
17.324,0.121,-0.200
17.357,0.135,-0.189
17.390,0.140,-0.187
17.424,0.140,-0.187
17.457,0.135,-0.192
17.491,0.122,-0.199
17.524,0.107,-0.206
17.557,8.589E-2,-0.214
17.591,6.118E-2,-0.223
17.624,3.405E-2,-0.229
17.658,-9.177E-4,-0.234
17.691,-3.287E-2,-0.231
17.724,-6.180E-2,-0.226
17.758,-9.014E-2,-0.220
17.791,-0.108,-0.208
17.824,-0.124,-0.199
17.858,-0.131,-0.196
17.891,-0.137,-0.192
17.925,-0.128,-0.198
17.958,-0.118,-0.204
17.991,-0.106,-0.210
18.025,-8.592E-2,-0.218
18.058,-6.000E-2,-0.225
18.091,-3.166E-2,-0.228
18.125,2.097E-3,-0.234
18.158,3.405E-2,-0.234
18.192,6.359E-2,-0.227
18.225,8.951E-2,-0.220
18.258,0.109,-0.212
18.292,0.124,-0.202
18.325,0.134,-0.194
18.358,0.140,-0.189
18.392,0.131,-0.197
18.425,0.127,-0.202
18.459,0.113,-0.208
18.492,9.614E-2,-0.215
18.525,7.263E-2,-0.223
18.559,4.912E-2,-0.230
18.592,1.777E-2,-0.235
18.626,-9.357E-3,-0.237
18.659,-3.709E-2,-0.234
18.692,-6.783E-2,-0.227
18.726,-9.074E-2,-0.221
18.759,-0.108,-0.214
18.792,-0.118,-0.205
18.826,-0.125,-0.202
18.859,-0.126,-0.202
18.893,-0.118,-0.206
18.926,-0.109,-0.211
18.959,-9.737E-2,-0.214
18.993,-7.145E-2,-0.223
19.026,-4.553E-2,-0.226
19.059,-2.141E-2,-0.231
19.093,1.174E-2,-0.235
19.126,4.068E-2,-0.232
19.160,6.720E-2,-0.226
19.193,9.192E-2,-0.221
19.226,0.107,-0.212
19.260,0.122,-0.203
19.293,0.131,-0.199
19.326,0.129,-0.200
19.360,0.123,-0.204
19.393,0.117,-0.208
19.427,0.105,-0.214
19.460,8.469E-2,-0.219
19.493,6.479E-2,-0.224
19.527,4.128E-2,-0.225
19.560,8.728E-3,-0.230
19.594,-1.780E-2,-0.230
19.627,-4.312E-2,-0.226
19.660,-6.904E-2,-0.221
19.694,-8.954E-2,-0.214
19.727,-0.105,-0.207
19.760,-0.114,-0.203
19.794,-0.115,-0.202
19.827,-0.112,-0.202
19.861,-0.106,-0.206
19.894,-9.798E-2,-0.211
19.927,-7.868E-2,-0.215
19.961,-5.638E-2,-0.221
19.994,-3.347E-2,-0.224
20.027,-6.946E-3,-0.227
20.061,1.777E-2,-0.227
20.094,4.008E-2,-0.224
20.128,6.720E-2,-0.218
20.161,8.891E-2,-0.214
20.194,0.103,-0.208
20.228,0.114,-0.203
20.261,0.120,-0.200
20.294,0.120,-0.198
20.328,0.115,-0.200
20.361,0.105,-0.208
20.395,9.011E-2,-0.213
20.428,6.962E-2,-0.221
20.461,4.972E-2,-0.226
20.495,2.259E-2,-0.232
20.528,-5.740E-3,-0.232
20.561,-3.287E-2,-0.232
20.595,-6.000E-2,-0.227
20.628,-7.446E-2,-0.223
20.662,-9.074E-2,-0.217
20.695,-0.103,-0.214
20.728,-0.109,-0.210
20.762,-0.109,-0.208
20.795,-0.104,-0.212
20.829,-9.436E-2,-0.216
20.862,-8.411E-2,-0.220
20.895,-6.723E-2,-0.223
20.929,-3.950E-2,-0.228
20.962,-1.599E-2,-0.230
20.995,9.934E-3,-0.231
21.029,3.405E-2,-0.229
21.062,5.997E-2,-0.224
21.096,7.986E-2,-0.217
21.129,9.614E-2,-0.211
21.162,0.106,-0.206
21.196,0.115,-0.202
21.229,0.117,-0.202
21.262,0.110,-0.205
21.296,0.104,-0.210
21.329,9.313E-2,-0.214
21.363,7.383E-2,-0.218
21.396,5.274E-2,-0.223
21.429,3.164E-2,-0.228
21.463,8.125E-3,-0.230
21.496,-1.961E-2,-0.232
21.529,-4.010E-2,-0.229
21.563,-6.241E-2,-0.225
21.596,-7.989E-2,-0.220
21.630,-9.496E-2,-0.217
21.663,-0.102,-0.212
21.696,-0.103,-0.211
21.730,-0.100,-0.211
21.763,-9.556E-2,-0.213
21.797,-8.290E-2,-0.218
21.830,-6.904E-2,-0.221
21.863,-4.794E-2,-0.226
21.897,-2.262E-2,-0.230
21.930,-1.521E-3,-0.232
21.963,2.380E-2,-0.232
21.997,4.972E-2,-0.228
22.030,7.082E-2,-0.224
22.064,8.469E-2,-0.217
22.097,9.976E-2,-0.211
22.130,0.109,-0.208
22.164,0.111,-0.208
22.197,0.106,-0.209
22.230,0.100,-0.212
22.264,9.192E-2,-0.215
22.297,8.047E-2,-0.219
22.331,6.118E-2,-0.224
22.364,3.766E-2,-0.228
22.397,1.656E-2,-0.232
22.431,-7.549E-3,-0.233
22.464,-2.744E-2,-0.232
22.497,-4.975E-2,-0.229
22.531,-6.723E-2,-0.227
22.564,-8.110E-2,-0.223
22.598,-9.014E-2,-0.221
22.631,-9.376E-2,-0.217
22.664,-9.556E-2,-0.217
22.698,-8.712E-2,-0.220
22.731,-7.688E-2,-0.222
22.765,-6.964E-2,-0.223
22.798,-5.276E-2,-0.229
22.831,-2.805E-2,-0.233
22.865,-5.740E-3,-0.234
22.898,1.717E-2,-0.234
22.931,4.008E-2,-0.232
22.965,5.937E-2,-0.229
22.998,7.625E-2,-0.224
23.032,9.011E-2,-0.220
23.065,0.102,-0.215
23.098,0.103,-0.214
23.132,0.103,-0.214
23.165,9.674E-2,-0.216
23.198,9.132E-2,-0.220
23.232,7.926E-2,-0.224
23.265,5.816E-2,-0.227
23.299,3.887E-2,-0.231
23.332,1.898E-2,-0.233
23.365,-2.726E-3,-0.233
23.399,-2.383E-2,-0.232
23.432,-4.432E-2,-0.230
23.465,-6.120E-2,-0.229
23.499,-7.627E-2,-0.226
23.532,-9.014E-2,-0.222
23.566,-9.436E-2,-0.220
23.599,-9.436E-2,-0.220
23.632,-8.773E-2,-0.220
23.666,-7.748E-2,-0.222
23.699,-6.602E-2,-0.225
23.733,-5.095E-2,-0.229
23.766,-3.106E-2,-0.229
23.799,-1.237E-2,-0.235
23.833,8.728E-3,-0.234
23.866,2.922E-2,-0.232
23.899,5.153E-2,-0.230
23.933,7.022E-2,-0.226
23.966,8.167E-2,-0.221
24.000,9.071E-2,-0.217
24.033,9.735E-2,-0.214
24.066,0.102,-0.211
24.100,9.373E-2,-0.214
24.133,8.529E-2,-0.219
24.166,7.323E-2,-0.223
24.200,6.118E-2,-0.228
24.233,4.249E-2,-0.232
24.267,2.259E-2,-0.234
24.300,2.097E-3,-0.236
24.333,-1.840E-2,-0.236
